article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0506166032,506166,HM+ Maja  SS tee,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Short-sleeved jersey top.
0506166050,506166,Maja  SS,255,T-shirt,Garment Upper body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Short-sleeved jersey top.
0506321009,506321,Simone Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, high-waisted jeans in washed stretch denim with hard-worn details and slim legs with raw-edge hems."
0506452004,506452,Sunday SL Set,297,Pyjama set,Nightwear,1010017,Stripe,71,Light Blue,1,Dusty Light,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in a patterned viscose weave. Top with a gentle V-neck and narrow, adjustable shoulder straps. Short shorts with an elasticated waist."
0506452010,506452,Sunday SL-set (W),297,Pyjama set,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in a patterned viscose weave. Top with a gentle V-neck and narrow, adjustable shoulder straps. Short shorts with an elasticated waist."
0506495009,506495,Kimye Hood,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cropped, hooded jumper in a soft, fine-knit viscose blend with a V-neck and drawstring at the top. Dropped shoulders, long sleeves and ribbing around the hood, cuffs and hem."
0507697001,507697,Megumi,265,Dress,Garment Full body,1010020,Contrast,31,Light Orange,1,Dusty Light,3,Orange,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Calf-length dress in a fine knit containing glittery threads. Narrow shoulder straps, a V-neck front and back and a heavily draping flared skirt. Jersey lining to the knees."
0507706003,507706,PLUTO WINTER TIGHTS,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Running tights in fast-drying functional fabric with a brushed thermal inside, elastication and a concealed drawstring waist, a zipped key pocket at the back and a zip at the hems. Reflective details."
0507883008,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",
0507883009,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",
0507883014,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",
0507909001,507909,Rebecca or Delphine shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909002,507909,Rebecca,259,Shirt,Garment Upper body,1010017,Stripe,51,Light Pink,3,Light,4,Pink,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909003,507909,Rebecca or Delphine shirt,259,Shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909004,507909,Rebecca,259,Shirt,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909006,507909,Rebecca,259,Shirt,Garment Upper body,1010006,Dot,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909008,507909,Rebecca,259,Shirt,Garment Upper body,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909015,507909,Rebecca,259,Shirt,Garment Upper body,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909017,507909,Rebecca,259,Shirt,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909022,507909,Rebecca,259,Shirt,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909023,507909,Rebecca,259,Shirt,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909024,507909,Rebecca,259,Shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909026,507909,Rebecca,259,Shirt,Garment Upper body,1010017,Stripe,51,Light Pink,3,Light,4,Pink,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507909027,507909,Rebecca,259,Shirt,Garment Upper body,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507910001,507910,Isabella,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
0507910002,507910,Isabella,259,Shirt,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
0507910004,507910,Isabella,259,Shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
0507910020,507910,Isabella,259,Shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
0507910026,507910,Isabella,259,Shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,5,Bright,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
0507910027,507910,Isabella,259,Shirt,Garment Upper body,1010001,All over pattern,72,Blue,7,Medium,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
0507987001,507987,Stina scarf,80,Scarf,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Scarf in a soft, fine knit with fringes on the short sides. Size 45x190 cm."
0507987024,507987,Stina scarf,80,Scarf,Accessories,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Scarf in a soft, fine knit with fringes on the short sides. Size 45x190 cm."
0507987034,507987,Stina scarf,80,Scarf,Accessories,1010016,Solid,43,Dark Red,7,Medium,18,Red,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Scarf in a soft, fine knit with fringes on the short sides. Size 45x190 cm."
0508156030,508156,Donna N-slip Print (J),293,Night gown,Nightwear,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Short-sleeved jersey nightdress with a print motif on the front.
0508184008,508184,Irma SL print (K),297,Pyjama set,Nightwear,1010008,Front print,31,Light Orange,1,Dusty Light,3,Orange,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in soft jersey. Wide, short-sleeved top with a print motif on the front. Short shorts with an elasticated drawstring waist."
0508184019,508184,Irma SL-set print (J),297,Pyjama set,Nightwear,1010008,Front print,71,Light Blue,3,Light,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in soft jersey. Wide, short-sleeved top with a print motif on the front. Short shorts with an elasticated drawstring waist."
0508184020,508184,Irma SL-set print (J),297,Pyjama set,Nightwear,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in soft jersey. Wide, short-sleeved top with a print motif on the front. Short shorts with an elasticated drawstring waist."
0508184022,508184,Irma SL print (K),297,Pyjama set,Nightwear,1010014,Placement print,73,Dark Blue,4,Dark,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in soft jersey. Wide, short-sleeved top with a print motif on the front. Short shorts with an elasticated drawstring waist."
0508227002,508227,Zipit Dress,265,Dress,Garment Full body,1010018,Treatment,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short dress in burnout-patterned sweatshirt fabric with a raw-edge neckline and short sleeves with sewn-in turn-ups. Visible seam down the back with a zip at the bottom and a rounded, raw-edge hem. Slightly longer at the back."
0508318009,508318,Liza Padded (Idro) 2pk,306,Bra,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bras in microfibre and mesh with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
0508543010,508543,BEN polo,257,Polo shirt,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Short-sleeved polo shirt in cotton piqué with a ribbed collar, button placket, small embroidery detail on the chest and short slits in the sides. Slightly longer at the back."
0508543050,508543,BEN POLO TP,257,Polo shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Short-sleeved polo shirt in cotton piqué with a ribbed collar, button placket, small embroidery detail on the chest and short slits in the sides. Slightly longer at the back."
0508544001,508544,BEN FANCY POLO,257,Polo shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,7,Medium,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Short-sleeved polo shirt in cotton piqué with a ribbed collar, button placket, small embroidery detail on the chest and short slits in the sides. Slightly longer at the back."
0508638022,508638,Printed tee 9.99,255,T-shirt,Garment Upper body,1010001,All over pattern,19,Greenish Khaki,4,Dark,20,Khaki green,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"T-shirt in printed cotton jersey with raw edges around the neckline, cuffs and hem."
0508671003,508671,LOUIS HOOD SET (1),308,Hoodie,Garment Upper body,1010014,Placement print,9,Black,4,Dark,5,Black,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Hooded top and joggers in printed sweatshirt fabric. Top with an unlined hood and ribbing at the cuffs and hem. Joggers with an elasticated drawstring waist, side pockets and ribbed hems."
0508691010,508691,Juno regular shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Shirt in an airy cotton weave with a collar and buttons down the front. Chest pocket, buttoned cuffs and a rounded hem. Longer at the back."
0508837001,508837,Ross cardigan,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long cardigan in washed cotton jersey with a hood and draped lapels. Welt side pockets, no fasteners and raw edges."
0508843004,508843,ALGOT 3-p body,256,Bodysuit,Garment Upper body,1010017,Stripe,42,Red,7,Medium,18,Red,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,Wrapover bodysuits in soft jersey made from organic cotton. Long sleeves and press-studs at one side and at the crotch.
0509042005,509042,Biker Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Leggings in stretch imitation leather with a low waist, extended waistband with a concealed button, and fly with a visible zip. Fake pockets with decorative zips at the front and quilted details on the knees."
0509091011,509091,Lola Brazilian (Acacia) 3pk,286,Underwear bottom,Underwear,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre and lace with a low waist, lined gusset and half-string back."
0509091025,509091,Lola Brazilian (Acacia) 3pk,286,Underwear bottom,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre and lace with a low waist, lined gusset and half-string back."
0509091026,509091,Lola Brazilian (Acacia) 3pk,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre and lace with a low waist, lined gusset and half-string back."
0509091028,509091,Lola Brazilian (Acacia) 3pk,286,Underwear bottom,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre and lace with a low waist, lined gusset and half-string back."
0509091036,509091,Lola Brazilian (Acacia) 3pk,286,Underwear bottom,Underwear,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre and lace with a low waist, lined gusset and half-string back."
0509135003,509135,Martini price tank,253,Vest top,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Fitted jersey cropped top in a cotton blend with a print motif on the front.
0509210002,509210,Babe L/S,254,Top,Garment Upper body,1010010,Melange,13,Beige,2,Medium Dusty,1,Mole,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Long top in soft, ribbed jersey with long sleeves, high slits in the sides and a rounded, raw-edge hem. Longer at the back."
0509210005,509210,Babe L/S,254,Top,Garment Upper body,1010018,Treatment,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Long top in soft, ribbed jersey with long sleeves, high slits in the sides and a rounded, raw-edge hem. Longer at the back."
0509210006,509210,Babe L/S,254,Top,Garment Upper body,1010018,Treatment,9,Black,4,Dark,5,Black,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Long top in soft, ribbed jersey with long sleeves, high slits in the sides and a rounded, raw-edge hem. Longer at the back."
0509210007,509210,Babe L/S,254,Top,Garment Upper body,1010018,Treatment,52,Pink,2,Medium Dusty,4,Pink,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Long top in soft, ribbed jersey with long sleeves, high slits in the sides and a rounded, raw-edge hem. Longer at the back."
0509280004,509280,Elin oversized sweatshirt,252,Sweater,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Oversized top in sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0509465001,509465,Chili sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Long-sleeved knitted jumper in a soft viscose blend with a rounded hem. Slightly longer at the back.
0509465002,509465,Chili sweater,252,Sweater,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Long-sleeved knitted jumper in a soft viscose blend with a rounded hem. Slightly longer at the back.
0509637001,509637,Chantei (New Chantilly,265,Dress,Garment Full body,1010016,Solid,52,Pink,2,Medium Dusty,18,Red,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in woven fabric with an opening with a button at the back of the neck, gathers at the top and frilled sleeves. Narrow elasticated seam and tie at the waist, and a gently flared skirt with a rounded hem. Unlined."
0509669004,509669,Juni 2pk Push Melbourne Micro,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre push-up bras with lace details and underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a fastening at the back with two pairs of hooks and eyes."
0509994009,509994,ROLAND HOOD,308,Hoodie,Garment Upper body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Top in sweatshirt fabric made from a cotton blend with a jersey-lined drawstring hood, long raglan sleeves and a kangaroo pocket. Ribbing at the cuffs and hem."
0510018002,510018,Ylva lace,253,Vest top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,V-neck satin top with a lace trim at the top and narrow shoulder straps. Unlined.
0510018004,510018,Ylva lace,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,V-neck satin top with a lace trim at the top and narrow shoulder straps. Unlined.
0510075010,510075,KARDASHIAN SKIRT,275,Skirt,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Fitted skirt in sturdy stretch jersey with an elasticated waist. Slightly shorter at the front. Unlined.
0510126010,510126,Vincent Dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Tunic in an airy viscose weave with a collar, concealed button placket and side pockets. Long sleeves with buttoned cuffs and a rounded hem with slits in the sides. Slightly longer at the back."
0510126016,510126,Vincent Dress (1),265,Dress,Garment Full body,1010017,Stripe,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Tunic in an airy viscose weave with a collar, concealed button placket and side pockets. Long sleeves with buttoned cuffs and a rounded hem with slits in the sides. Slightly longer at the back."
0510126018,510126,Vincent Dress (1),265,Dress,Garment Full body,1010016,Solid,43,Dark Red,4,Dark,18,Red,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Tunic in an airy viscose weave with a collar, concealed button placket and side pockets. Long sleeves with buttoned cuffs and a rounded hem with slits in the sides. Slightly longer at the back."
0510126019,510126,Vincent Dress (1),265,Dress,Garment Full body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Tunic in an airy viscose weave with a collar, concealed button placket and side pockets. Long sleeves with buttoned cuffs and a rounded hem with slits in the sides. Slightly longer at the back."
0510264001,510264,Carl covered,59,Swimwear bottom,Swimwear,1010005,Colour blocking,63,Dark Purple,4,Dark,6,Lilac Purple,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Short swim shorts with an elasticated drawstring waist, side pockets, one back pocket and contrasting colour stripes down the sides. Mesh inner shorts."
0510398014,510398,Yate hood,308,Hoodie,Garment Upper body,1010014,Placement print,92,Green,7,Medium,19,Green,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Top in sweatshirt fabric with a motif and lined, drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
0510398016,510398,Yate hood,308,Hoodie,Garment Upper body,1010007,Embroidery,73,Dark Blue,4,Dark,2,Blue,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Top in sweatshirt fabric with a motif and lined, drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
0510465001,510465,Moa 2-pack,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Vest tops in organic cotton jersey with a rounded hem.
0510465002,510465,Moa 2-pack,253,Vest top,Garment Upper body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Vest tops in organic cotton jersey with a rounded hem.
0510789001,510789,Conan Essentials,258,Blouse,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,Sleeveless blouse in woven fabric with a lace-covered V-neck at the front and an opening with a button at the back of the neck.
0511081002,511081,Cool Svea sunglasses,81,Sunglasses,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with plastic and metal frames and UV-protective, tinted lenses."
0511105004,511105,Christian sunglasses,81,Sunglasses,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with plastic and metal frames and UV-protective, tinted mirrored lenses."
0511296001,511296,GDC Pizza,265,Dress,Garment Full body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Gently flared, softly draping, knee-length satin dress with a V-neck, narrow adjustable shoulder straps and shaped cups. Seam under the bust with a wide, decorative frill and elastication at the back. Unlined."
0511783002,511783,Rachel Scarf,80,Scarf,Accessories,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Scarf in soft, fine knit with a brushed finish. Fringes on the short sides. Size 65x180 cm."
0511783003,511783,Rachel Scarf,80,Scarf,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Scarf in soft, fine knit with a brushed finish. Fringes on the short sides. Size 65x180 cm."
0511783004,511783,Rachel Scarf,80,Scarf,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Scarf in soft, fine knit with a brushed finish. Fringes on the short sides. Size 65x180 cm."
0511783009,511783,Rachel Scarf,80,Scarf,Accessories,1010010,Melange,13,Beige,2,Medium Dusty,1,Mole,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Scarf in soft, fine knit with a brushed finish. Fringes on the short sides. Size 65x180 cm."
0511783012,511783,Rachel Scarf,80,Scarf,Accessories,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Scarf in soft, fine knit with a brushed finish. Fringes on the short sides. Size 65x180 cm."
